gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition
rSMFkjhskBteiyQMB,16,1,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""speaker"",""message_number"":1},{""role"":""describer"",""text"":""no bent knee"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,17,1,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man, 1 foot up, 1 down, 2 heads"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,18,1,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""swaddled baby"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,19,1,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skating man"",""message_number"":1},{""role"":""describer"",""text"":""2 arms ahead"",""message_number"":2},{""role"":""describer"",""text"":""1 leg 90 degrees"",""message_number"":3}]",yoked
rSMFkjhskBteiyQMB,20,1,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,21,1,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""rotated square touching a straight line"",""message_number"":1},{""role"":""describer"",""text"":""feet out pointing to the right"",""message_number"":2},{""role"":""describer"",""text"":""the left side of this object is straight all the way"",""message_number"":3},{""role"":""describer"",""text"":""except for the"",""message_number"":4},{""role"":""describer"",""text"":""head"",""message_number"":5},{""role"":""matcher"",""text"":""horizontal straight line"",""message_number"":6}]",yoked
rSMFkjhskBteiyQMB,22,1,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""speaker with bent knee"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,23,1,B,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""wings"",""message_number"":1},{""role"":""describer"",""text"":""man kneeling head facing down"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,24,2,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,25,2,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""speaker no bent knee"",""message_number"":1},{""role"":""describer"",""text"":""knee"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,26,2,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,27,2,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""speaker bent knees"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,28,2,B,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""wings, man head facing down, kneeling"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,29,2,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""the baby i"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,30,2,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""the sad guy sitting down with knees bent up head slightly tilted up"",""message_number"":1},{""role"":""describer"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,31,2,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""the one that looks like it's doing the lunge exercise"",""message_number"":1},{""role"":""describer"",""text"":""with arms up"",""message_number"":2},{""role"":""describer"",""text"":""one leg back"",""message_number"":3},{""role"":""matcher"",""text"":""that looks like a dog from a different angle"",""message_number"":4},{""role"":""matcher"",""text"":""the one that looks like a dog"",""message_number"":5},{""role"":""describer"",""text"":""one foot in front on the right"",""message_number"":6}]",yoked
rSMFkjhskBteiyQMB,32,2,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""horizontal line one with rotated square head"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,33,2,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""looks like the speaker with bent knees but he she is kneeling"",""message_number"":1},{""role"":""matcher"",""text"":""the one with 2 squares at a point"",""message_number"":2},{""role"":""describer"",""text"":""we'll call it kneeling speaker"",""message_number"":3},{""role"":""matcher"",""text"":""the second square looks like its merged into a triangle"",""message_number"":4}]",yoked
rSMFkjhskBteiyQMB,34,2,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,35,2,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""the one that wants a hug"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,36,3,B,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""wings"",""message_number"":1},{""role"":""describer"",""text"":""kneeling, head tilted down"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,37,3,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,38,3,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""the one that looks like a dog"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,39,3,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man"",""message_number"":1},{""role"":""describer"",""text"":""two heads"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,40,3,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""top has two squares, connected at a point, one under the other The second square looks like its merging into the triangle"",""message_number"":1},{""role"":""matcher"",""text"":""kneeling speaker"",""message_number"":2},{""role"":""describer"",""text"":""the last speaker called it a kneeling speaking man - NOT the one with bent knees"",""message_number"":3}]",yoked
rSMFkjhskBteiyQMB,41,3,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""baby swaddled, looks like an i"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,42,3,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""depressed man, sitting down, one knee bent up, head tilted forward"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,43,3,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""sermon speaker, with bent knees"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,44,3,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""man going in for hug"",""message_number"":1},{""role"":""describer"",""text"":""both arms open wide"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,45,3,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""head is rotated square, the left side a straight line"",""message_number"":1},{""role"":""matcher"",""text"":""horizontal line man"",""message_number"":2}]",yoked
rSMFkjhskBteiyQMB,46,3,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skating guy"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,47,3,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""man giving a sermon speaking, straight legs"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,48,4,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""dog"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,49,4,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,50,4,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""bent speaker"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,51,4,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""person trying to hug"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,52,4,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""kneeling speaker"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,53,4,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,54,4,B,0.3333333333333333,[],[],[],[],"[{""role"":""describer"",""text"":""mouse"",""message_number"":1},{""role"":""matcher"",""text"":""mouse"",""message_number"":2},{""role"":""matcher"",""text"":""bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""no, point of square and point of 2 different triangles touches"",""message_number"":4},{""role"":""matcher"",""text"":""like, the guy with wings"",""message_number"":5}]",yoked
rSMFkjhskBteiyQMB,55,4,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,56,4,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""depressed man bent knee"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,57,4,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""speaker straight legs"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,58,4,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""square on top of horizontal line"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,59,4,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""swaddled baby"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,60,5,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""kneeling speaker"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,61,5,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,62,5,B,1,[],[],[],[],"[{""role"":""describer"",""text"":""wings"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,63,5,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""sad man knee up"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,64,5,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""iBaby"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,65,5,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""horizontal line man"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,66,5,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""bent knee speaker"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,67,5,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""dog"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,68,5,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,69,5,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,70,5,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""hug"",""message_number"":1}]",yoked
rSMFkjhskBteiyQMB,71,5,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""speaker straight"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,0,0,K,0,[],[],[],[],"[{""role"":""describer"",""text"":""right angle triangle in the bottom left corner"",""message_number"":1},{""role"":""describer"",""text"":""triangled shaped cutout on the right"",""message_number"":2},{""role"":""describer"",""text"":""like a man sat on a chair"",""message_number"":3}]",yoked
LzNv7CD7gRuxpk7cQ,1,0,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""the head is to the left"",""message_number"":1},{""role"":""describer"",""text"":""quite wide"",""message_number"":2},{""role"":""describer"",""text"":""a small triangle sticking out on the bottom right"",""message_number"":3},{""role"":""describer"",""text"":""like a person doing a lunge"",""message_number"":4},{""role"":""matcher"",""text"":""does it have its arms to the right"",""message_number"":5},{""role"":""matcher"",""text"":""Does it look like a person doing the tango"",""message_number"":6}]",yoked
LzNv7CD7gRuxpk7cQ,2,0,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""looks like a person bending their knees"",""message_number"":1},{""role"":""describer"",""text"":""stood with knees bent"",""message_number"":2},{""role"":""matcher"",""text"":""what direction do they face"",""message_number"":3},{""role"":""describer"",""text"":""centre"",""message_number"":4},{""role"":""describer"",""text"":""right"",""message_number"":5},{""role"":""matcher"",""text"":""arms to the right"",""message_number"":6},{""role"":""matcher"",""text"":""Does it look like they could be holding a book"",""message_number"":7},{""role"":""describer"",""text"":""knees bent to the right"",""message_number"":8},{""role"":""matcher"",""text"":""back legs up in the air"",""message_number"":9},{""role"":""describer"",""text"":""no back legs not up"",""message_number"":10}]",yoked
LzNv7CD7gRuxpk7cQ,3,0,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""body is completely square on the left"",""message_number"":1},{""role"":""matcher"",""text"":""Are the facing right or left"",""message_number"":2},{""role"":""describer"",""text"":""head in the centre"",""message_number"":3},{""role"":""matcher"",""text"":""is he pointing right"",""message_number"":4},{""role"":""matcher"",""text"":""Is the square for the head like a diamond"",""message_number"":5},{""role"":""describer"",""text"":""top are left of body are straight lines"",""message_number"":6},{""role"":""describer"",""text"":""make a right angle"",""message_number"":7},{""role"":""matcher"",""text"":""Does it look like a candle"",""message_number"":8},{""role"":""describer"",""text"":""then right side is zig zag"",""message_number"":9}]",yoked
LzNv7CD7gRuxpk7cQ,4,0,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""feet pointing right"",""message_number"":1},{""role"":""matcher"",""text"":""Sitting"",""message_number"":2},{""role"":""describer"",""text"":""can't see arms"",""message_number"":3},{""role"":""describer"",""text"":""just head, body and feet"",""message_number"":4},{""role"":""matcher"",""text"":""feathers on head"",""message_number"":5},{""role"":""matcher"",""text"":""is the body like a triangle"",""message_number"":6},{""role"":""describer"",""text"":""like a house shape"",""message_number"":7},{""role"":""describer"",""text"":""and then a shape on the bottom for feet"",""message_number"":8},{""role"":""describer"",""text"":""and diamond head"",""message_number"":9},{""role"":""matcher"",""text"":""like a gravestone"",""message_number"":10}]",yoked
LzNv7CD7gRuxpk7cQ,5,0,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""like a person facing left holding a book"",""message_number"":1},{""role"":""matcher"",""text"":""is the right hand side straight"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,6,0,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""two triangles on the head"",""message_number"":1},{""role"":""describer"",""text"":""right angled triangle for a body"",""message_number"":2},{""role"":""matcher"",""text"":""Like a resting Indian"",""message_number"":3}]",yoked
LzNv7CD7gRuxpk7cQ,7,0,B,0.5,[],[],[],[],"[{""role"":""describer"",""text"":""like somebody kneeling on the floor"",""message_number"":1},{""role"":""describer"",""text"":""with a triangle coming from their mouth maybe"",""message_number"":2},{""role"":""matcher"",""text"":""how many arms can be seem"",""message_number"":3},{""role"":""matcher"",""text"":""Facing which way"",""message_number"":4},{""role"":""describer"",""text"":""or with both arms outs to the sides"",""message_number"":5},{""role"":""matcher"",""text"":""a triangle to the bottom left"",""message_number"":6}]",yoked
LzNv7CD7gRuxpk7cQ,8,0,A,0.5,[],[],[],[],"[{""role"":""describer"",""text"":""like someone dancing"",""message_number"":1},{""role"":""describer"",""text"":""with one foot on the ground and one up a little"",""message_number"":2},{""role"":""describer"",""text"":""facing left"",""message_number"":3},{""role"":""matcher"",""text"":""is there a square to the right"",""message_number"":4},{""role"":""describer"",""text"":""like a head yes"",""message_number"":5},{""role"":""describer"",""text"":""like they are kind of leaning back"",""message_number"":6},{""role"":""matcher"",""text"":""two arms to the left"",""message_number"":7},{""role"":""matcher"",""text"":""is there foot sticking out t the right"",""message_number"":8},{""role"":""describer"",""text"":""foot sticking out a little to the left"",""message_number"":9}]",yoked
LzNv7CD7gRuxpk7cQ,9,0,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""someone sat on the floor"",""message_number"":1},{""role"":""describer"",""text"":""facing left with head down"",""message_number"":2},{""role"":""matcher"",""text"":""square head"",""message_number"":3},{""role"":""describer"",""text"":""knees in front of them"",""message_number"":4}]",yoked
LzNv7CD7gRuxpk7cQ,10,0,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""like someone ice skating with one leg up"",""message_number"":1},{""role"":""describer"",""text"":""facing left"",""message_number"":2},{""role"":""describer"",""text"":""both arms pointing left"",""message_number"":3}]",yoked
LzNv7CD7gRuxpk7cQ,11,0,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""both arms up in the arm"",""message_number"":1},{""role"":""describer"",""text"":""no legs"",""message_number"":2},{""role"":""describer"",""text"":""head between arms"",""message_number"":3},{""role"":""matcher"",""text"":""like a ghost"",""message_number"":4}]",yoked
LzNv7CD7gRuxpk7cQ,12,1,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""Like an Indian taking a nap Two feathers on his head"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,13,1,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""Like an ice skater"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,14,1,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""Like a man facing left marching with a flag over his shoulder"",""message_number"":1},{""role"":""describer"",""text"":""Face is pointy looking down"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,15,1,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""The one that looked like a ghost"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,16,1,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""Man sitting on knees facing right"",""message_number"":1},{""role"":""describer"",""text"":""No arms"",""message_number"":2},{""role"":""matcher"",""text"":""like a gravestone"",""message_number"":3}]",yoked
LzNv7CD7gRuxpk7cQ,17,1,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""Women in long dress facing right dancing the tango"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,18,1,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""Man facing left"",""message_number"":1},{""role"":""describer"",""text"":""Could be holding a book"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,19,1,B,0,[],[],[],[],"[{""role"":""describer"",""text"":""Angel kneeling facing left"",""message_number"":1},{""role"":""describer"",""text"":""triangle on right back is angel wings"",""message_number"":2},{""role"":""describer"",""text"":""looking up"",""message_number"":3},{""role"":""describer"",""text"":""Arms look praying to the left"",""message_number"":4}]",yoked
LzNv7CD7gRuxpk7cQ,20,1,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""Man sitting on chair facing right"",""message_number"":1},{""role"":""describer"",""text"":""chair is a parallelogram"",""message_number"":2},{""role"":""describer"",""text"":""arms facing right"",""message_number"":3}]",yoked
LzNv7CD7gRuxpk7cQ,21,1,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""the candle"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,22,1,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""Person sitting down facing left"",""message_number"":1},{""role"":""describer"",""text"":""you can see his knee"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,23,1,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""Person facing right sitting on triangle"",""message_number"":1},{""role"":""describer"",""text"":""Looks like a choir boy singing to me"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,24,2,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""sitting to the left knees up"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,25,2,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""ghost"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,26,2,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""sitting on a triangle facing right"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,27,2,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""long dress tango"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,28,2,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,29,2,D,0.5,[],[],[],[],"[{""role"":""describer"",""text"":""reading a book facing left"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,30,2,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""choir boy sat on parallelogram"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,31,2,B,1,[],[],[],[],"[{""role"":""describer"",""text"":""kneeling down both arms out"",""message_number"":1},{""role"":""describer"",""text"":""like an ninger"",""message_number"":2},{""role"":""matcher"",""text"":""facing which ay"",""message_number"":3},{""role"":""describer"",""text"":""right"",""message_number"":4},{""role"":""describer"",""text"":""could have angel wings"",""message_number"":5}]",yoked
LzNv7CD7gRuxpk7cQ,32,2,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""candle"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,33,2,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""looking to the left one leg up pointy face"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,34,2,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""indian"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,35,2,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,36,3,I,1,[],[],[],[],"[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,37,3,A,1,[],[],[],[],"[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,38,3,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""choir boy sat on a right angled triangle"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,39,3,J,1,[],[],[],[],"[{""role"":""describer"",""text"":""candle"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,40,3,C,1,[],[],[],[],"[{""role"":""describer"",""text"":""ghost"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,41,3,F,1,[],[],[],[],"[{""role"":""describer"",""text"":""man sat on floor with knees up"",""message_number"":1},{""role"":""describer"",""text"":""facing left"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,42,3,E,1,[],[],[],[],"[{""role"":""describer"",""text"":""indian"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,43,3,G,1,[],[],[],[],"[{""role"":""describer"",""text"":""tango"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,44,3,H,1,[],[],[],[],"[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,45,3,D,1,[],[],[],[],"[{""role"":""describer"",""text"":""man reading book"",""message_number"":1},{""role"":""describer"",""text"":""facing left"",""message_number"":2}]",yoked
LzNv7CD7gRuxpk7cQ,46,3,B,1,[],[],[],[],"[{""role"":""describer"",""text"":""person kneeling with arms out"",""message_number"":1},{""role"":""describer"",""text"":""angle"",""message_number"":2},{""role"":""describer"",""text"":""angel"",""message_number"":3}]",yoked
LzNv7CD7gRuxpk7cQ,47,3,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""choir boy sat on parallelogram"",""message_number"":1}]",yoked
LzNv7CD7gRuxpk7cQ,48,4,K,1,[],[],[],[],"[{""role"":""describer"",""text"":""Man facing right sitting on triangle"",""message_number"":1}]",yoked
