gameId,trialNum,repNum,tangram,playerId,role,numPlayers,text,condition,realCorrect,targetNum,activePlayerCount,spans,span_offsets,raw_spans
rSMFkjhskBteiyQMB,5,0,I,ZGADNAezcCdtejsh5,listener,4,with leg up at 90 degrees,4_rotate,3,5,,"[{""span"":""leg up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""90 degrees"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[5,11],[15,25]]","""leg up"" METAPHOR PART  
""at 90 degrees"" LITERAL PART"
rSMFkjhskBteiyQMB,5,0,I,PzsrjpFbCRkuAMq8B,speaker,4,yes to 90 degrees,4_rotate,3,5,,"[{""span"":""90 degrees"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[7,17]]",yes to 90 degrees LITERAL PART
rSMFkjhskBteiyQMB,6,0,B,PzsrjpFbCRkuAMq8B,speaker,4,"Rotated square at the top, a triangle is touching it's point They are touching another triangle",4_rotate,3,6,,"[{""span"":""Rotated square at the top"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a triangle is touching it's point"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""touching another triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,25],[27,60],[70,95]]","""Rotated square"" LITERAL PART  
""at the top"" LITERAL PART  
""a triangle"" METAPHOR PART  
""is touching"" LITERAL PART  
""it's point"" LITERAL PART  
""They"" HOLISTIC PART  
""are touching"" LITERAL PART  
""another triangle"" METAPHOR PART"
rSMFkjhskBteiyQMB,6,0,B,PzsrjpFbCRkuAMq8B,speaker,4,this picture looks like an animal sat down,4_rotate,3,6,,"[{""span"":""looks like an animal sat down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[13,42]]","""looks like an animal"" METAPHOR HOLISTIC  
""sat down"" METAPHOR PART"
rSMFkjhskBteiyQMB,6,0,B,o7s7B6kZLqvaG62N4,listener,4,do the two triangles kind look like wings,4_rotate,3,6,,"[{""span"":""the two triangles"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""wings"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[3,20],[36,41]]","""the two triangles"" METAPHOR HOLISTIC  
""look like"" METAPHOR  
""wings"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,7,0,L,PzsrjpFbCRkuAMq8B,speaker,4,This looks like a person giving a speech from a book again but this time with knees bent,4_rotate,3,7,,"[{""span"":""from a book"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""with knees bent"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""giving a speech"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[41,52],[73,88],[18,24],[25,40]]","""This looks like a person"" METAPHOR HOLISTIC  
""a speech"" LITERAL PART  
""from a book"" LITERAL PART  
""again"" LITERAL PART  
""but"" LITERAL PART  
""this time"" LITERAL PART  
""with knees bent"" METAPHOR PART"
rSMFkjhskBteiyQMB,8,0,C,PzsrjpFbCRkuAMq8B,speaker,4,This looks like a person with their arms raised up,4_rotate,3,8,,"[{""span"":""person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""their arms raised up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[18,24],[30,50]]","""This looks like"" METAPHOR HOLISTIC  
""person"" METAPHOR PART  
""with"" PART  
""their arms"" METAPHOR PART  
""arms raised up"" METAPHOR PART"
rSMFkjhskBteiyQMB,8,0,C,ZGADNAezcCdtejsh5,listener,4,like its going in for a hug,4_rotate,3,8,,"[{""span"": ""like its going in for a hug"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 27]]","""like its going in for a hug"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,9,0,G,PzsrjpFbCRkuAMq8B,speaker,4,This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down,4_rotate,3,9,,"[{""span"":""( ear 1 )"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""(ear 2)"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""a square on the left"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a 4 sided shape on the right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""another shape that looks like a rectangle going down"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[34,43],[77,84],[13,33],[48,76],[97,149]]","""This one has a square"" LITERAL PART  
""on the left"" LITERAL PART  
""( ear 1 )"" METAPHOR PART  
""and a 4 sided shape"" LITERAL PART  
""on the right"" LITERAL PART  
""(ear 2)"" METAPHOR PART  
""it then has another shape"" LITERAL PART  
""that looks like a rectangle"" METAPHOR LITERAL  
""going down"" LITERAL PART"
rSMFkjhskBteiyQMB,9,0,G,PzsrjpFbCRkuAMq8B,speaker,4,it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side,4_rotate,3,9,,"[{""span"":""connects to a bigger 4 sided shape at the bottom"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""(trapezium )"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""smaller triangle on the right hand side"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[3,51],[52,64],[72,111]]","it connects to  
a bigger 4 sided shape  
bigger 4 sided shape  
at the bottom  
the bottom  
(trapezium )  
trapezium  
with  
a smaller  
smaller  
triangle  
triangle  
on the  
on the  
right hand  
right hand  
side  
"
rSMFkjhskBteiyQMB,9,0,G,PzsrjpFbCRkuAMq8B,speaker,4,kind of looks like a dog to me,4_rotate,3,9,,"[{""span"": ""looks like a dog"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[8, 24]]","""looks like a dog"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,10,0,A,PzsrjpFbCRkuAMq8B,speaker,4,This one looks like a person dancing They have one foot on the floor and another foot is raised,4_rotate,3,10,,"[{""span"":""one foot on the floor"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""another foot is raised"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""dancing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[47,68],[73,95],[22,28],[29,36]]","""This one"" METAPHOR HOLISTIC  
""looks like a person dancing"" METAPHOR HOLISTIC  
""person dancing"" METAPHOR HOLISTIC  
""one foot on the floor"" LITERAL PART  
""another foot is raised"" LITERAL PART"
rSMFkjhskBteiyQMB,10,0,A,o7s7B6kZLqvaG62N4,listener,4,is their head tilted back,4_rotate,3,10,,"[{""span"":""their head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""tilted back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[3,13],[14,25]]","""is their head"" METAPHOR PART  
""their head"" METAPHOR PART  
""head"" METAPHOR PART  
""tilted"" LITERAL PART  
""tilted back"" LITERAL PART"
rSMFkjhskBteiyQMB,10,0,A,PzsrjpFbCRkuAMq8B,speaker,4,their ears are made from a square shape,4_rotate,3,10,,"[{""span"":""their ears"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""made from a square shape"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,10],[15,39]]","""ears are made from a square shape"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,10,0,A,PzsrjpFbCRkuAMq8B,speaker,4,and then another 4 sided shape,4_rotate,3,10,,"[{""span"": ""4 sided shape"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[17, 30]]","""4 sided shape"" LITERAL PART"
rSMFkjhskBteiyQMB,10,0,A,ZvhRyXkvKz6ES5HwX,listener,4,it's the last one we haven't selected,4_rotate,3,10,,[],[],"""the last one"" LITERAL PART  
""we haven't selected"" LITERAL PART"
rSMFkjhskBteiyQMB,10,0,A,ZvhRyXkvKz6ES5HwX,listener,4,it's the one with 2 heads almost,4_rotate,3,10,,"[{""span"": ""2 heads"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[18, 25]]","""2 heads"" METAPHOR PART  
""it's the one"" HOLISTIC PART"
rSMFkjhskBteiyQMB,11,0,E,PzsrjpFbCRkuAMq8B,speaker,4,bunny ears,4_rotate,3,11,,"[{""span"": ""bunny ears"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 10]]","""bunny ears"" METAPHOR PART"
rSMFkjhskBteiyQMB,12,1,F,ZvhRyXkvKz6ES5HwX,speaker,4,man sat down with 1 knee up,4_rotate,3,0,,"[{""span"":""knee up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""man"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""sat down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[20,27],[0,3],[4,12]]","""sat down"" METAPHOR HOLISTIC  
""knee up"" METAPHOR PART"
rSMFkjhskBteiyQMB,13,1,K,ZvhRyXkvKz6ES5HwX,speaker,4,"2 squares at the top, connected at 1 point, the bottom square blends into a triangle",4_rotate,3,1,,"[{""span"": ""2 squares at the top"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""connected at 1 point"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""the bottom square"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""blends into a triangle"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 20], [22, 42], [44, 61], [62, 84]]","""2 squares at the top"" LITERAL PART  
""connected at 1 point"" LITERAL PART  
""the bottom square"" LITERAL PART  
""blends into a triangle"" LITERAL PART"
rSMFkjhskBteiyQMB,13,1,K,ZvhRyXkvKz6ES5HwX,speaker,4,squares are directly above each other vertically,4_rotate,3,1,,"[{""span"": ""squares are directly above each other"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""vertically"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 37], [38, 48]]","""squares are directly above each other"" LITERAL PART
""vertically"" LITERAL PART"
rSMFkjhskBteiyQMB,13,1,K,ZvhRyXkvKz6ES5HwX,speaker,4,it's not the bent knee,4_rotate,3,1,,"[{""span"": ""bent knee"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[13, 22]]","""bent knee"" METAPHOR PART"
rSMFkjhskBteiyQMB,13,1,K,ZGADNAezcCdtejsh5,listener,4,the one doing the speech,4_rotate,3,1,,"[{""span"": ""the one doing the speech"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 24]]","""the one doing the speech"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,14,1,C,ZvhRyXkvKz6ES5HwX,speaker,4,"flailing arm, hugging",4_rotate,3,2,,"[{""span"":""flailing arm"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""hugging"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,12],[14,21]]","flailing arm METAPHOR PART
hugging METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,14,1,C,ZvhRyXkvKz6ES5HwX,speaker,4,2 arms up,4_rotate,3,2,,"[{""span"": ""2 arms up"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 9]]","""2 arms up"" METAPHOR PART"
rSMFkjhskBteiyQMB,15,1,G,ZvhRyXkvKz6ES5HwX,speaker,4,"looks like a dog, at the top there's a square at the left and a triangle on the right they are connected to another triangle",4_rotate,3,3,,"[{""span"":""looks like a dog"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""at the top there's a square at the left"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a triangle on the right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""connected to another triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,16],[18,57],[62,85],[95,124]]","looks like a dog"" METAPHOR HOLISTIC  
top"" LITERAL PART  
there's a square"" LITERAL PART  
square at the left"" LITERAL PART  
a triangle on the right"" LITERAL PART  
they are connected"" LITERAL PART  
to another triangle"" LITERAL PART"
rSMFkjhskBteiyQMB,15,1,G,ZvhRyXkvKz6ES5HwX,speaker,4,"the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram",4_rotate,3,3,,"[{""span"":""connected to a rectangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""connecting to the triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a parallelogram"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""3 shapes"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[17,41],[43,69],[74,89],[4,12]]","""the 3 shapes"" HOLISTIC PART  
""connected to a rectangle"" LITERAL PART  
""connecting to the triangle"" LITERAL PART  
""a parallelogram"" LITERAL PART"
rSMFkjhskBteiyQMB,16,1,D,ZvhRyXkvKz6ES5HwX,speaker,4,speaker,4_rotate,3,4,,"[{""span"": ""speaker"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 7]]","""speaker"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,16,1,D,ZvhRyXkvKz6ES5HwX,speaker,4,no bent knee,4_rotate,3,4,,"[{""span"": ""bent knee"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[3, 12]]","""bent knee"" METAPHOR PART"
rSMFkjhskBteiyQMB,17,1,A,ZvhRyXkvKz6ES5HwX,speaker,4,"dancing man, 1 foot up, 1 down, 2 heads",4_rotate,3,5,,"[{""span"":""dancing man"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""1 foot up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""1 down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""2 heads"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,11],[13,22],[24,30],[32,39]]","""dancing man"" METAPHOR HOLISTIC  
""1 foot up"" LITERAL PART  
""1 down"" LITERAL PART  
""2 heads"" METAPHOR PART"
rSMFkjhskBteiyQMB,18,1,H,ZvhRyXkvKz6ES5HwX,speaker,4,swaddled baby,4_rotate,3,6,,"[{""span"": ""swaddled baby"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 13]]","""swaddled baby"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,19,1,I,ZvhRyXkvKz6ES5HwX,speaker,4,ice skating man,4_rotate,3,7,,"[{""span"": ""ice skating man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 15]]","""ice skating man"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,19,1,I,ZvhRyXkvKz6ES5HwX,speaker,4,2 arms ahead,4_rotate,3,7,,"[{""span"":""2 arms ahead"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,12]]","""2 arms ahead"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,19,1,I,ZvhRyXkvKz6ES5HwX,speaker,4,1 leg 90 degrees,4_rotate,3,7,,"[{""span"": ""1 leg"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}, {""span"": ""90 degrees"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 5], [6, 16]]","""1 leg"" METAPHOR PART  
""90 degrees"" LITERAL PART"
rSMFkjhskBteiyQMB,20,1,E,ZvhRyXkvKz6ES5HwX,speaker,4,bunny ears,4_rotate,3,8,,"[{""span"": ""bunny ears"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 10]]","""bunny ears"" METAPHOR PART"
rSMFkjhskBteiyQMB,21,1,J,ZvhRyXkvKz6ES5HwX,speaker,4,rotated square touching a straight line,4_rotate,3,9,,"[{""span"": ""rotated square"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""touching a straight line"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 14], [15, 39]]","""rotated square"" LITERAL PART  
""touching a straight line"" LITERAL PART"
rSMFkjhskBteiyQMB,21,1,J,ZvhRyXkvKz6ES5HwX,speaker,4,feet out pointing to the right,4_rotate,3,9,,"[{""span"": ""feet out pointing to the right"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 30]]","""feet out pointing to the right"" METAPHOR HOLISTIC"
rSMFkjhskBteiyQMB,21,1,J,ZvhRyXkvKz6ES5HwX,speaker,4,the left side of this object is straight all the way,4_rotate,3,9,,"[{""span"":""straight all the way"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[32,52]]","""left side"" METAPHOR PART  
""straight all the way"" LITERAL PART"
rSMFkjhskBteiyQMB,21,1,J,ZvhRyXkvKz6ES5HwX,speaker,4,except for the,4_rotate,3,9,,[],[],except for the HOLISTIC PART
rSMFkjhskBteiyQMB,21,1,J,ZvhRyXkvKz6ES5HwX,speaker,4,head,4_rotate,3,9,,"[{""span"": ""head"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 4]]","""head"" METAPHOR PART"
